,result,eco,move_no,avg_rating
11585,-1,220,78,1495
11586,-1,122,116,1900
11587,-1,200,34,1389
11588,-1,0,38,1371
11589,1,101,79,1482
11590,1,101,57,1393
11591,-1,100,62,1697
11592,1,101,75,1543
11593,1,225,99,1436
11594,1,220,11,1304
11595,1,241,61,1703
11596,-1,40,60,1535
11597,-1,0,26,1379
11598,-1,211,100,1513
11599,0,220,125,1277
11600,-1,224,70,1562
11601,1,130,79,1503
11602,1,101,61,1469
11603,-1,242,72,1376
11604,1,240,85,1467
11605,1,120,59,1652
11606,1,300,29,1221
11607,1,40,75,1279
11608,1,223,9,1522
11609,-1,220,84,1413
11610,1,330,55,1566
11611,1,330,53,1465
11612,1,300,71,1392
11613,1,106,67,1667
11614,1,244,57,1456
11615,-1,220,78,1325
11616,0,240,97,1494
11617,-1,244,114,1609
11618,1,101,53,1236
11619,0,330,103,1679
11620,-1,250,80,1603
11621,1,40,57,1251
11622,1,300,57,1702
11623,1,101,49,1495
11624,-1,300,106,1250
11625,-1,80,34,1714
11626,-1,40,70,1409
11627,-1,40,38,1279
11628,-1,246,116,1394
11629,0,40,134,1566
11630,0,101,128,1498
11631,1,100,63,1670
11632,1,220,131,1865
11633,1,100,39,1454
11634,1,107,29,1472
11635,-1,308,58,1662
11636,1,0,55,1516
11637,1,100,73,1407
11638,1,150,119,1653
11639,-1,244,56,1456
11640,1,241,55,1451
11641,1,220,7,1474
11642,1,40,37,1496
11643,-1,101,56,1323
11644,-1,220,48,1467
11645,1,236,33,1570
11646,-1,268,120,1509
11647,1,301,41,1440
11648,-1,300,36,1446
11649,-1,101,40,1614
11650,1,300,127,1536
11651,1,240,33,1331
11652,-1,101,18,1447
11653,1,255,71,1494
11654,1,320,27,1596
11655,-1,40,58,1605
11656,-1,241,86,1708
11657,1,331,21,1461
11658,1,50,19,1540
11659,-1,200,16,1474
11660,-1,0,56,1461
11661,1,430,49,1449
11662,-1,121,46,1457
11663,1,127,69,1460
11664,-1,110,72,1337
11665,-1,215,68,1434
11666,1,394,99,1592
11667,-1,200,94,1515
11668,1,307,137,1461
11669,-1,233,126,1897
11670,1,306,47,1423
11671,1,140,95,1749
11672,1,244,41,1520
11673,-1,241,48,1290
11674,1,100,13,1523
11675,1,121,107,1357
11676,-1,0,60,1401
11677,1,240,81,1316
11678,-1,302,54,1641
11679,1,112,53,1201
11680,-1,20,10,1531
11681,-1,330,74,1419
11682,-1,0,100,1200
11683,-1,101,24,1356
11684,1,200,83,1647
11685,-1,101,52,1356
11686,1,101,91,1421
11687,-1,0,86,1368
11688,1,230,47,1168
11689,-1,9,38,1809
11690,-1,227,50,1387
11691,1,394,37,1422
11692,1,43,63,1867
11693,1,101,75,1427
11694,-1,241,56,1563
11695,1,115,29,1411
11696,1,100,45,1422
11697,1,320,35,1429
11698,-1,100,82,1382
11699,-1,242,112,1602
11700,1,241,57,1597
11701,1,306,45,1200
11702,-1,201,50,1542
11703,-1,40,44,1600
11704,1,251,59,1541
11705,1,100,47,1346
11706,-1,100,94,1347
11707,-1,300,142,1540
11708,-1,200,96,1403
11709,1,220,133,1276
11710,1,207,35,1681
11711,-1,100,28,1456
11712,-1,220,92,1400
11713,0,150,115,1599
11714,-1,100,76,1455
11715,1,200,37,1556
11716,1,220,7,1280
11717,-1,306,78,1490
11718,-1,120,62,1825
11719,1,322,71,1491
11720,1,245,57,1464
11721,-1,240,86,1329
11722,-1,145,36,1663
11723,-1,202,30,1504
11724,1,302,105,1200
11725,1,250,59,1589
11726,1,300,21,1277
11727,1,234,31,1512
11728,-1,240,90,1680
11729,-1,200,50,1571
11730,-1,202,54,1514
11731,-1,300,120,1277
11732,1,228,47,1603
11733,1,107,51,1564
11734,1,106,43,1775
11735,-1,245,120,1357
11736,-1,202,94,1614
11737,-1,241,36,1478
11738,1,101,121,1277
11739,1,241,49,1527
11740,-1,100,68,1447
11741,-1,240,36,1417
11742,-1,245,112,1616
11743,-1,242,56,1416
11744,1,0,65,1380
11745,-1,250,24,1648
11746,1,330,141,1588
11747,-1,202,62,1741
11748,1,220,15,1625
11749,1,226,43,1529
11750,1,100,27,1464
11751,-1,46,116,1532
11752,1,242,129,1617
11753,-1,300,64,1426
11754,-1,100,34,1530
11755,1,100,27,1545
11756,1,0,45,1422
11757,-1,100,140,1595
11758,-1,302,108,1569
11759,0,331,104,1670
11760,1,241,111,1580
11761,1,200,61,1307
11762,-1,247,140,1570
11763,1,40,85,1670
11764,-1,335,92,1707
11765,0,223,134,1542
11766,1,40,55,1345
11767,-1,20,62,1486
11768,1,120,135,1494
11769,-1,146,68,1664
11770,1,220,53,1500
11771,1,115,77,1429
11772,-1,110,124,1584
11773,1,41,35,1410
11774,-1,100,120,1652
11775,1,253,117,1715
11776,1,120,101,1494
11777,-1,224,118,1471
11778,-1,420,112,1744
11779,1,100,95,1447
11780,1,220,63,1372
11781,-1,43,106,1405
11782,-1,245,74,1572
11783,1,200,51,1501
11784,-1,248,58,1715
11785,-1,0,54,1437
11786,1,247,65,1501
11787,1,130,45,1627
11788,-1,241,102,1462
11789,1,234,105,1650
11790,1,120,81,1524
11791,1,123,71,1171
11792,1,244,115,1657
11793,1,0,61,1434
11794,1,101,49,1570
11795,1,100,61,1555
11796,1,255,117,1665
11797,1,227,95,1251
11798,1,220,69,1599
11799,-1,120,78,1538
11800,-1,300,46,1240
11801,1,101,41,1373
11802,-1,0,60,1285
11803,1,122,123,1487
11804,1,220,85,1544
11805,1,101,53,1299
11806,0,200,100,1735
11807,1,100,35,1172
11808,1,250,67,1461
11809,-1,220,84,1527
11810,-1,121,42,1538
11811,1,255,127,1668
11812,1,241,29,1215
11813,1,101,55,1443
11814,1,107,43,1356
11815,-1,101,56,1431
11816,1,223,15,1516
11817,-1,202,126,1672
11818,1,200,49,1424
11819,-1,0,28,1210
11820,-1,241,42,1480
11821,1,9,103,1434
11822,-1,100,62,1585
11823,1,220,113,1484
11824,-1,2,84,1626
11825,1,100,79,1626
11826,-1,200,134,1443
11827,1,320,57,1619
11828,0,34,77,1477
11829,-1,220,110,1626
11830,-1,244,104,1572
11831,-1,200,54,1457
11832,-1,302,98,1477
11833,1,202,45,1340
11834,1,100,119,1526
11835,1,0,71,1543
11836,-1,244,150,1468
11837,1,244,107,1332
11838,1,101,77,1271
11839,1,0,41,1342
11840,1,241,55,1487
11841,1,101,17,1470
11842,1,246,59,1515
11843,-1,200,92,1541
11844,1,100,91,1278
11845,1,241,25,1559
11846,1,100,37,1705
11847,-1,0,82,1422
11848,-1,0,62,1302
11849,-1,220,98,1606
11850,1,241,37,1566
11851,-1,101,56,1512
11852,1,242,59,1432
11853,-1,300,62,1648
11854,-1,390,64,1853
11855,-1,0,12,1239
11856,1,101,99,1606
11857,1,306,21,1687
11858,-1,41,70,1493
11859,1,202,25,1422
11860,-1,0,74,1488
11861,1,220,63,1606
11862,1,101,49,1626
11863,0,101,106,1513
11864,1,101,145,1606
11865,1,220,133,1672
11866,1,250,29,1795
11867,1,300,27,1679
11868,1,100,129,1510
11869,1,6,69,1495
11870,1,1,67,1739
11871,1,240,55,1513
11872,1,0,107,1534
11873,0,0,110,1455
11874,0,241,130,1451
11875,1,22,67,1601
11876,-1,201,64,1740
11877,-1,200,68,1443
11878,-1,120,58,1483
11879,1,221,43,1448
11880,1,220,87,1409
11881,1,100,121,1606
11882,0,106,150,1762
11883,1,220,33,1452
11884,1,255,85,1479
11885,1,100,41,1450
11886,1,300,121,1451
11887,1,202,47,1434
11888,1,220,73,1454
11889,1,221,35,1405
11890,-1,220,98,1607
11891,1,100,51,1446
11892,1,241,85,1651
11893,-1,228,46,1620
11894,0,250,113,1489
11895,-1,242,50,1406
11896,1,216,53,1606
11897,-1,270,124,1444
11898,-1,220,86,1452
11899,-1,4,36,1450
11900,-1,300,74,1280
11901,1,221,45,1407
11902,1,0,53,1289
11903,-1,101,40,1500
11904,1,223,61,1451
11905,-1,101,32,1455
11906,-1,0,56,1531
11907,-1,300,82,1526
11908,1,200,85,1512
11909,1,200,37,1502
11910,-1,300,102,1344
11911,1,224,33,1462
11912,1,224,35,1375
11913,-1,140,110,1741
11914,-1,0,100,1529
11915,1,224,47,1465
11916,-1,21,66,1640
11917,-1,154,68,1619
11918,-1,300,48,1345
11919,-1,200,84,1607
11920,1,0,57,1455
11921,1,246,17,1360
11922,-1,246,42,1396
11923,1,200,63,1449
11924,1,246,47,1465
11925,1,45,51,1596
11926,0,262,124,1638
11927,0,262,127,1638
11928,0,262,128,1638
11929,1,102,77,1344
11930,1,100,105,1392
11931,-1,200,106,1692
11932,1,228,45,1465
11933,-1,223,56,1382
11934,1,243,107,1534
11935,1,120,37,1516
11936,1,106,91,1706
11937,-1,300,36,1612
11938,-1,102,84,1586
11939,1,200,69,1726
11940,-1,223,28,1343
11941,-1,101,54,1428
11942,-1,247,68,1342
11943,-1,220,48,1377
11944,1,45,37,1493
11945,1,220,35,1434
11946,0,240,96,1436
11947,1,20,65,1615
11948,-1,120,86,1723
11949,-1,0,40,1337
11950,-1,121,108,1666
11951,1,220,75,1526
11952,1,40,111,1473
11953,1,200,43,1432
11954,-1,202,54,1447
11955,1,3,55,1800
11956,1,331,131,1813
11957,-1,242,38,1429
11958,1,200,53,1321
11959,-1,110,104,1806
11960,1,230,55,1617
11961,-1,0,56,1369
11962,-1,220,76,1470
11963,-1,246,34,1547
11964,1,320,21,1608
11965,-1,227,148,1406
11966,-1,241,54,1556
11967,1,223,55,1273
11968,0,121,120,1405
11969,-1,330,58,1454
11970,1,20,71,1495
11971,-1,255,48,1563
11972,-1,246,58,1458
11973,0,0,113,1751
11974,1,255,35,1483
11975,1,223,59,1448
11976,-1,221,104,1561
11977,1,4,57,1567
11978,-1,241,74,1599
11979,-1,40,72,1147
11980,-1,107,66,1421
11981,1,221,45,1499
11982,1,110,147,1564
11983,-1,253,46,1796
11984,1,223,7,1368
11985,1,107,61,1320
11986,-1,200,110,1590
11987,1,220,97,1551
11988,-1,220,116,1641
11989,-1,243,106,1351
11990,1,101,45,1447
11991,1,3,25,1286
11992,-1,222,58,1544
11993,1,241,37,1415
11994,1,300,83,1367
11995,1,200,71,1519
11996,1,35,59,1679
11997,-1,330,48,1595
11998,-1,20,74,1379
11999,-1,107,46,1515
12000,-1,221,126,1534
12001,-1,101,58,1431
12002,1,331,31,1822
12003,-1,45,88,1584
12004,-1,150,92,1738
12005,1,101,59,1404
12006,-1,220,108,1650
12007,1,223,45,1523
12008,-1,240,62,1532
12009,1,0,79,1494
12010,1,240,91,1394
12011,1,250,25,1685
12012,1,220,53,1535
12013,-1,200,24,1454
12014,1,10,81,1540
12015,1,220,97,1677
12016,1,242,69,1620
12017,-1,320,102,1524
12018,1,0,51,1404
12019,1,2,41,1694
12020,1,250,77,1646
12021,1,102,69,1393
12022,-1,140,40,1281
12023,1,223,61,1607
12024,-1,0,66,1279
12025,-1,241,102,1870
12026,1,345,33,1540
12027,1,221,29,1420
12028,1,100,129,1485
12029,-1,241,32,1482
12030,1,0,97,1278
12031,1,0,69,1431
12032,-1,245,102,1677
12033,-1,220,96,1385
12034,1,224,23,1269
12035,1,11,47,1831
12036,1,0,23,1477
12037,1,223,47,1395
12038,1,200,45,1574
12039,-1,101,46,1418
12040,1,223,111,1385
12041,1,240,57,1288
12042,-1,200,44,1277
12043,1,302,35,1832
12044,1,242,101,1380
12045,1,240,25,1449
12046,-1,320,38,1536
12047,1,0,113,1467
12048,1,101,71,1517
12049,1,40,17,1167
12050,-1,129,78,1408
12051,1,241,37,1507
12052,-1,223,62,1584
12053,-1,222,94,1346
12054,-1,220,8,1443
12055,-1,325,100,1667
12056,0,1,109,1218
12057,1,245,81,1736
12058,-1,400,122,1673
12059,-1,101,26,1505
12060,1,240,51,1416
12061,1,200,79,1229
12062,1,202,111,1613
12063,1,246,107,1396
12064,-1,107,100,1469
12065,1,243,51,1659
12066,-1,122,70,1429
12067,-1,245,88,1438
12068,-1,200,62,1274
12069,-1,245,64,1644
12070,1,40,45,1460
12071,1,306,79,1682
12072,-1,255,114,1337
12073,0,302,140,1507
12074,1,101,27,1627
12075,-1,220,40,1386
12076,-1,220,72,1396
12077,1,220,75,1596
12078,-1,101,58,1682
12079,-1,110,88,1782
12080,1,221,71,1378
12081,-1,202,38,1277
12082,-1,28,72,1563
12083,0,221,141,1285
12084,0,221,142,1285
12085,0,221,148,1285
12086,0,221,149,1285
12087,0,221,150,1285
12088,1,101,51,1470
12089,1,200,55,1426
12090,1,130,61,1689
12091,-1,106,54,1487
12092,1,234,43,1682
12093,1,101,43,1502
12094,1,200,59,1563
12095,1,107,85,1360
12096,1,210,63,1472
12097,-1,246,76,1569
12098,-1,304,18,1341
12099,-1,101,102,1415
12100,-1,226,64,1472
12101,-1,307,86,1385
12102,-1,100,34,1469
12103,-1,4,60,1504
12104,-1,226,56,1532
12105,0,300,119,1344
12106,-1,245,140,1785
12107,-1,51,42,1581
12108,1,102,75,1391
12109,-1,43,128,1654
12110,0,300,111,1471
12111,1,240,85,1460
12112,1,233,19,1661
12113,-1,242,18,1170
12114,-1,101,90,1500
12115,-1,242,132,1565
12116,1,43,77,1436
12117,1,350,67,1695
12118,1,240,29,1688
12119,1,101,13,1419
12120,1,220,59,1516
12121,-1,300,104,1688
12122,-1,101,38,1437
12123,-1,0,66,1317
12124,-1,220,58,1442
12125,1,21,101,1829
12126,-1,210,100,1241
12127,-1,0,88,1521
12128,1,251,65,1689
12129,1,220,15,1415
12130,-1,120,64,1449
12131,1,0,37,1399
12132,-1,221,62,1407
12133,1,120,59,1720
12134,1,200,49,1467
12135,-1,45,52,1478
12136,-1,0,66,1447
12137,1,43,83,1431
12138,-1,220,126,1404
12139,-1,300,82,1395
12140,1,242,133,1434
12141,1,120,39,1625
12142,1,100,57,1630
12143,-1,240,60,1609
12144,-1,0,40,1425
12145,1,40,33,1419
12146,-1,305,60,1353
12147,-1,1,84,1691
12148,1,112,41,1529
12149,-1,300,54,1362
12150,-1,200,104,1485
12151,1,112,77,1671
12152,-1,202,66,1582
12153,1,0,63,1201
12154,-1,223,94,1450
12155,1,202,93,1457
12156,1,300,37,1414
12157,-1,101,74,1582
12158,1,244,119,1546
12159,-1,300,82,1485
12160,-1,110,50,1257
12161,-1,266,60,1605
12162,-1,220,42,1403
12163,1,200,61,1350
12164,1,221,45,1211
12165,1,100,75,1376
12166,-1,100,100,1346
12167,-1,240,92,1396
12168,1,4,27,1214
12169,1,0,53,1127
12170,-1,222,144,1397
12171,1,102,39,1296
12172,1,0,73,1185
12173,1,107,81,1334
12174,-1,200,38,1352
12175,-1,300,62,1396
12176,1,244,67,1582
12177,1,220,69,1366
12178,1,228,63,1383
12179,-1,0,100,1426
12180,-1,242,72,1592
12181,-1,200,12,1376
12182,-1,0,34,1453
12183,1,102,109,1604
12184,1,4,77,1293
12185,-1,250,40,1309
12186,1,40,59,1454
12187,-1,130,96,1499
12188,1,200,53,1459
12189,-1,226,64,1293
12190,1,220,49,1413
12191,-1,301,24,1563
12192,1,320,57,1424
12193,1,250,27,1564
12194,-1,300,80,1493
12195,1,100,49,1244
12196,-1,227,22,1186
12197,1,220,101,1378
12198,-1,220,74,1283
12199,-1,230,100,1733
12200,1,400,47,1692
12201,1,244,89,1708
12202,1,102,59,1683
12203,-1,304,54,1504
12204,-1,0,78,1533
12205,1,3,87,1681
12206,-1,302,46,1269
12207,-1,245,58,1340
12208,-1,245,28,1422
12209,1,300,33,1430
12210,1,235,31,1702
12211,-1,250,102,1336
12212,-1,250,66,1392
12213,1,200,55,1766
12214,1,102,27,1355
12215,1,300,53,1432
12216,-1,101,56,1522
12217,1,242,33,1412
12218,-1,221,74,1409
12219,1,100,85,1247
12220,-1,300,66,1120
12221,1,4,67,1297
12222,1,224,27,1297
12223,1,101,73,1443
12224,1,242,41,1225
12225,1,101,51,1639
12226,1,226,71,1610
12227,-1,244,52,1214
12228,-1,100,64,1184
12229,-1,240,20,1646
12230,-1,200,120,1538
12231,-1,302,92,1556
12232,-1,220,48,1601
12233,-1,310,60,1314
12234,-1,241,64,1623
12235,-1,300,60,1491
12236,1,243,43,1416
12237,1,240,31,1620
12238,1,100,61,1400
12239,-1,245,124,1504
12240,1,268,67,1579
12241,1,101,127,1611
12242,1,101,83,1508
12243,1,40,55,1624
12244,1,231,115,1550
12245,1,200,57,1350
12246,1,101,133,1243
12247,-1,255,80,1587
12248,1,120,43,1628
12249,0,307,116,1538
12250,0,101,103,1421
12251,-1,226,142,1467
12252,1,220,81,1656
12253,1,111,59,1804
12254,1,247,49,1456
12255,-1,40,30,1552
12256,0,244,112,1431
12257,1,246,77,1291
12258,1,101,53,1362
12259,1,300,49,1264
12260,-1,244,42,1409
12261,-1,1,42,1742
12262,-1,120,94,1932
12263,1,223,57,1187
12264,0,220,118,1397
12265,1,106,91,1199
12266,-1,223,96,1611
12267,1,100,65,1635
12268,-1,302,38,1672
12269,-1,132,144,1351
12270,-1,220,134,1199
12271,1,107,57,1673
12272,1,220,65,1355
12273,1,40,121,1062
12274,-1,46,90,1637
12275,-1,261,142,1692
12276,-1,250,68,1597
12277,-1,46,72,1575
12278,-1,101,64,1799
12279,1,101,65,1198
12280,-1,40,74,1369
12281,1,101,91,1250
12282,1,321,65,1799
12283,-1,250,54,1511
12284,1,101,69,1286
12285,-1,200,46,1434
12286,1,220,53,1234
12287,0,222,113,1367
12288,-1,101,46,1461
12289,-1,0,70,1323
12290,-1,246,64,1537
12291,-1,100,102,1461
12292,-1,134,124,1747
12293,-1,225,20,1480
12294,-1,101,62,1174
12295,-1,222,92,1467
12296,1,300,65,1520
12297,-1,220,80,1513
12298,1,45,27,1599
12299,-1,107,120,1453
12300,-1,220,40,1362
12301,1,220,65,1461
12302,1,107,45,1383
12303,1,101,55,1289
12304,-1,4,82,1331
12305,1,240,33,1534
12306,-1,220,34,1475
12307,1,100,9,1462
12308,1,101,51,1666
12309,0,300,117,1639
12310,-1,241,86,1639
12311,1,101,81,1461
12312,1,220,11,1406
12313,1,320,69,1329
12314,1,300,71,1326
12315,1,241,29,1364
12316,-1,242,114,1593
12317,1,242,85,1634
12318,1,200,91,1541
12319,0,40,127,1666
12320,-1,246,100,1441
12321,1,112,81,1919
12322,1,200,85,1693
12323,1,241,59,1391
12324,-1,255,58,1606
12325,1,253,45,1626
12326,-1,101,38,1226
12327,-1,244,52,1574
12328,-1,101,120,1473
12329,1,221,15,1419
12330,-1,40,100,1230
12331,-1,242,16,1372
12332,1,320,33,1610
12333,1,100,45,1451
12334,-1,121,86,1497
12335,-1,260,20,1451
12336,1,248,87,1539
12337,1,101,141,1229
12338,1,302,73,1451
12339,-1,201,30,1534
12340,-1,40,62,1460
12341,-1,250,102,1543
12342,1,132,75,1505
12343,-1,40,96,1228
12344,-1,241,144,1587
12345,-1,300,16,1464
12346,1,120,83,1462
12347,-1,101,48,1469
12348,1,40,61,1322
12349,1,101,85,1228
12350,1,2,79,1651
12351,1,240,81,1164
12352,1,320,43,1340
12353,-1,0,80,1227
12354,1,241,31,1482
12355,-1,220,110,1745
12356,1,302,97,1164
12357,1,331,65,1484
12358,1,100,61,1418
12359,1,240,59,1227
12360,-1,0,52,1551
12361,-1,220,52,1501
12362,1,300,85,1370
12363,1,242,65,1512
12364,1,107,81,1349
12365,-1,40,58,1412
12366,1,240,25,1490
12367,-1,250,74,1801
12368,-1,40,50,1546
12369,0,302,108,1699
12370,1,0,69,1456
12371,-1,220,42,1486
12372,1,120,53,1490
12373,1,106,89,1226
12374,-1,223,88,1581
12375,1,270,19,1487
12376,-1,244,72,1565
12377,1,100,53,1436
12378,-1,202,56,1841
12379,-1,241,94,1666
12380,-1,102,70,1341
12381,1,304,41,1489
12382,-1,120,64,1340
12383,-1,100,90,1500
12384,1,420,79,1462
12385,1,4,133,1898
12386,-1,220,60,1390
12387,-1,240,104,1567
12388,-1,112,144,1613
12389,1,300,103,1338
12390,1,220,77,1333
12391,-1,220,82,1494
12392,-1,300,64,1522
12393,1,220,91,1585
12394,1,306,37,1679
12395,-1,200,126,1390
12396,1,240,59,1668
12397,-1,302,44,1873
12398,1,200,61,1423
12399,1,220,129,1689
12400,-1,307,40,1521
12401,-1,221,62,1455
12402,1,20,61,1502
12403,0,240,108,1345
12404,-1,40,70,1461
12405,1,302,41,1686
12406,1,330,81,1376
12407,1,202,57,1511
12408,-1,200,50,1578
12409,-1,330,118,1840
12410,-1,220,62,1422
12411,1,101,61,1497
12412,1,242,91,1573
12413,-1,100,42,1627
12414,-1,202,44,1522
12415,1,107,93,1678
12416,-1,140,106,1461
12417,1,150,37,1510
12418,-1,244,76,1410
12419,1,107,15,1234
12420,-1,244,64,1500
12421,0,0,140,1386
12422,1,223,15,1586
12423,1,221,67,1507
12424,1,302,45,1581
12425,-1,244,86,1518
12426,-1,52,16,1682
12427,1,224,71,1497
12428,-1,200,68,1578
12429,-1,250,14,1778
12430,1,250,85,1450
12431,1,300,63,1431
12432,1,244,73,1465
12433,-1,100,54,1527
12434,1,121,73,1436
12435,-1,130,126,1653
12436,-1,20,52,1628
12437,-1,240,46,1417
12438,-1,300,38,1465
12439,0,190,138,1531
12440,1,302,71,1589
12441,1,241,87,1616
12442,1,265,55,1597
12443,-1,224,86,1514
12444,1,101,41,1653
12445,-1,262,96,1586
12446,1,255,89,1459
12447,1,320,21,1570
12448,1,241,35,1459
12449,1,0,97,1569
12450,-1,224,44,1566
12451,-1,0,60,1539
12452,1,246,37,1519
12453,-1,107,102,1409
12454,1,302,31,1525
12455,1,240,51,1594
12456,-1,200,132,1656
12457,-1,100,66,1689
12458,-1,200,32,1429
12459,-1,41,32,1316
12460,1,262,149,1596
12461,1,311,113,1831
12462,-1,200,70,1353
12463,-1,302,34,1453
12464,-1,122,120,1472
12465,-1,221,100,1499
12466,1,40,61,1690
12467,-1,170,40,1634
12468,1,224,61,1354
12469,1,101,37,1437
12470,1,231,125,1660
12471,0,241,85,1518
12472,-1,335,54,1759
12473,1,302,59,1972
12474,-1,245,88,1612
12475,-1,101,32,1366
12476,1,351,51,1634
12477,1,302,111,1528
12478,-1,224,100,1670
12479,-1,304,60,1444
12480,1,300,121,1350
12481,1,306,47,1603
12482,-1,300,54,1351
12483,-1,241,94,1588
12484,1,240,103,1487
12485,1,233,33,1741
12486,1,244,21,1486
12487,-1,220,50,1742
12488,1,102,45,1505
12489,0,121,138,1656
12490,1,220,39,1432
12491,1,434,53,1698
12492,-1,1,52,1390
12493,-1,300,54,1424
12494,1,320,11,1357
12495,1,242,93,1657
12496,1,300,103,1419
12497,-1,300,112,1709
12498,-1,262,64,1575
12499,1,244,103,1342
12500,-1,0,84,1596
12501,1,101,79,1267
12502,1,40,69,1352
12503,-1,300,40,1724
12504,-1,120,34,1526
12505,-1,241,106,1500
12506,-1,120,112,1589
12507,1,300,73,1515
12508,-1,345,52,1399
12509,-1,40,38,1283
12510,1,241,99,1668
12511,-1,120,66,1641
12512,1,242,53,1400
12513,-1,241,76,1328
12514,1,20,31,1377
12515,-1,0,80,1593
12516,-1,300,66,1535
12517,1,330,63,1600
12518,1,240,63,1633
12519,1,106,57,1492
12520,-1,245,24,1317
12521,1,40,49,1442
12522,1,0,93,1506
12523,-1,241,52,1633
12524,-1,224,60,1433
12525,-1,107,46,1447
12526,1,224,37,1564
12527,1,106,79,1441
12528,1,120,53,1766
12529,1,120,137,1645
12530,1,200,99,1522
12531,-1,240,84,1505
12532,1,226,47,1452
12533,-1,224,82,1456
12534,-1,223,54,1611
12535,0,150,99,1651
12536,0,150,103,1651
12537,0,150,107,1651
12538,1,241,35,1529
12539,-1,241,94,1529
12540,1,246,51,1364
12541,-1,227,68,1121
12542,-1,200,66,1452
12543,1,223,89,1650
12544,-1,270,70,1560
12545,-1,300,50,1671
12546,1,320,139,1487
12547,1,250,47,1676
12548,1,200,43,1588
12549,-1,221,106,1503
12550,-1,0,44,1484
12551,1,242,55,1375
12552,-1,120,64,1388
12553,1,330,67,1669
12554,-1,220,70,1610
12555,-1,241,52,1490
12556,1,200,53,1637
12557,1,221,37,1348
12558,-1,100,58,1248
12559,1,101,53,1365
12560,-1,200,82,1608
12561,-1,241,74,1366
12562,1,300,29,1248
12563,1,244,25,1336
12564,1,200,53,1316
12565,1,120,33,1444
12566,-1,100,38,1583
12567,-1,300,52,1378
12568,1,200,61,1470
12569,-1,100,14,1291
12570,1,243,31,1355
12571,-1,100,46,1636
12572,1,300,61,1376
12573,-1,3,88,1511
12574,1,240,59,1264
12575,-1,0,70,1499
12576,1,220,119,1346
12577,1,120,73,1377
12578,1,300,97,1023
12579,-1,227,62,1550
12580,-1,200,56,1554
12581,1,240,123,1579
12582,-1,0,58,1497
12583,-1,0,54,1499
12584,1,0,75,1379
12585,1,100,31,1457
12586,1,257,17,1443
12587,-1,300,148,1333
12588,1,240,71,1579
12589,-1,103,54,1507
12590,1,4,63,1585
12591,1,0,93,1375
12592,1,223,133,1541
12593,1,107,13,1444
12594,1,268,67,1338
12595,-1,0,60,1499
12596,-1,300,36,1460
12597,-1,121,132,1488
12598,1,241,55,1751
12599,1,230,69,1629
12600,1,200,35,1582
12601,1,220,83,1717
12602,-1,476,104,1830
12603,-1,268,24,1751
12604,-1,220,44,1411
12605,1,241,69,1751
12606,1,230,35,1490
12607,0,250,125,1445
12608,1,223,49,1374
12609,-1,133,116,1672
12610,1,220,111,1414
12611,1,242,79,1373
12612,-1,200,64,1477
12613,-1,223,30,1453
12614,-1,20,84,1438
12615,-1,117,84,1705
12616,1,240,41,1526
12617,-1,121,42,1460
12618,1,302,59,1423
12619,-1,306,74,1359
12620,-1,306,36,1505
12621,-1,0,112,1427
12622,-1,120,40,1473
12623,1,101,59,1641
12624,1,223,11,1331
12625,0,223,110,1519
12626,1,101,107,1403
12627,1,107,83,1651
12628,1,100,65,1448
12629,1,224,39,1358
12630,1,220,39,1349
12631,1,240,65,1358
12632,1,241,51,1316
12633,1,200,53,1388
12634,1,40,47,1307
12635,1,40,73,1435
12636,1,240,127,1538
12637,1,101,55,1399
12638,-1,101,66,1278
12639,1,201,53,1568
12640,1,246,15,1339
12641,-1,240,44,1338
12642,1,309,63,1528
12643,-1,257,12,1262
12644,-1,261,150,1413
12645,-1,0,138,1377
12646,1,40,45,1446
12647,-1,300,66,1387
12648,1,100,59,1499
12649,1,101,95,1385
12650,1,231,25,1725
12651,1,260,91,1499
12652,-1,310,124,1295
12653,0,221,91,1444
12654,1,102,19,1499
12655,-1,220,60,1398
12656,-1,0,34,1404
12657,1,242,31,1823
12658,-1,100,60,1466
12659,0,200,71,1381
12660,0,200,80,1381
12661,0,200,81,1381
12662,0,200,82,1381
12663,0,200,83,1381
12664,0,200,87,1381
12665,0,200,88,1381
12666,0,200,89,1381
12667,0,200,92,1381
