,result,eco,move_no,avg_rating
6577,1,120,75,1586
6578,1,330,53,1597
6579,-1,302,74,1700
6580,-1,300,64,1491
6581,1,130,63,1715
6582,1,220,65,1331
6583,1,220,9,1516
6584,-1,40,58,1582
6585,-1,7,122,1220
6586,1,320,27,1528
6587,1,110,123,1716
6588,1,241,87,1546
6589,1,60,91,1603
6590,-1,101,56,1541
6591,1,220,47,1452
6592,1,220,7,1418
6593,1,40,75,1418
6594,-1,220,116,1472
6595,1,101,95,1695
6596,1,240,41,1549
6597,1,223,39,1456
6598,1,306,87,1608
6599,0,220,141,1454
6600,1,302,79,1608
6601,0,106,96,1422
6602,1,44,73,1522
6603,1,241,97,1703
6604,1,224,23,1501
6605,1,255,99,1682
6606,1,242,79,1657
6607,1,225,41,1774
6608,-1,250,14,1794
6609,1,101,65,1322
6610,-1,120,80,1774
6611,-1,120,114,1587
6612,1,6,33,1507
6613,1,0,53,1322
6614,0,101,143,1632
6615,1,241,69,1360
6616,-1,210,64,1601
6617,-1,0,56,1354
6618,-1,224,60,1427
6619,1,240,89,1515
6620,1,112,59,1700
6621,-1,300,52,1354
6622,1,43,71,1578
6623,-1,253,64,1603
6624,-1,220,80,1608
6625,-1,220,80,1447
6626,1,320,35,1503
6627,-1,255,54,1369
6628,1,102,15,1186
6629,-1,120,78,1499
6630,1,305,53,1477
6631,-1,100,52,1519
6632,1,43,99,1626
6633,1,242,93,1610
6634,1,320,51,1369
6635,1,261,59,1305
6636,-1,320,88,1441
6637,1,200,87,1627
6638,1,330,39,1371
6639,1,130,79,1459
6640,-1,200,70,1513
6641,1,244,21,1397
6642,1,240,95,1721
6643,1,201,17,1398
6644,1,200,33,1383
6645,0,224,144,1606
6646,-1,3,80,1260
6647,1,302,55,1379
6648,1,245,107,1309
6649,-1,222,62,1359
6650,1,240,53,1347
6651,-1,200,44,1435
6652,1,242,51,1514
6653,1,106,79,1575
6654,-1,0,54,1669
6655,1,0,69,1456
6656,1,132,71,1535
6657,-1,265,48,1576
6658,-1,100,122,1344
6659,1,242,67,1591
6660,1,234,23,1694
6661,1,246,67,1584
6662,-1,6,30,1414
6663,1,250,77,1693
6664,1,200,29,1310
6665,-1,122,60,1700
6666,-1,300,48,1297
6667,1,220,125,1715
6668,-1,241,92,1498
6669,1,220,15,1240
6670,1,0,39,1567
6671,-1,331,56,1520
6672,-1,240,116,1512
6673,-1,220,44,1505
6674,1,240,67,1502
6675,-1,241,64,1489
6676,-1,140,54,1612
6677,-1,262,44,1491
6678,-1,3,118,1562
6679,1,240,117,1527
6680,-1,301,52,1260
6681,1,241,69,1606
6682,-1,304,116,1534
6683,-1,0,26,1564
6684,1,101,67,1564
6685,1,130,67,1388
6686,-1,300,120,1462
6687,-1,245,46,1568
6688,1,240,67,1511
6689,1,200,17,1473
6690,1,270,93,1487
6691,1,220,87,1533
6692,-1,246,58,1525
6693,-1,345,84,1646
6694,1,0,59,1510
6695,1,4,57,1208
6696,-1,46,64,1606
6697,-1,242,44,1436
6698,1,262,79,1727
6699,1,220,89,1425
6700,1,224,49,1545
6701,1,40,63,1498
6702,1,223,47,1403
6703,1,43,107,1529
6704,-1,250,142,1535
6705,-1,300,74,1415
6706,1,241,65,1699
6707,-1,120,50,1701
6708,1,200,105,1683
6709,-1,242,54,1517
6710,1,101,61,1521
6711,1,302,57,1615
6712,1,121,139,1687
6713,1,470,69,1761
6714,1,145,41,1228
6715,-1,220,32,1433
6716,-1,242,92,1446
6717,1,1,65,1418
6718,-1,244,82,1550
6719,1,223,67,1434
6720,-1,257,62,1404
6721,-1,3,80,1680
6722,-1,200,94,1220
6723,-1,224,48,1688
6724,-1,320,42,1303
6725,-1,255,78,1766
6726,-1,100,92,1739
6727,-1,220,142,1434
6728,-1,200,74,1551
6729,-1,100,74,1312
6730,-1,223,28,1434
6731,1,223,69,1434
6732,-1,120,68,1626
6733,-1,257,58,1390
6734,1,220,33,1494
6735,1,315,97,1682
6736,1,250,21,1620
6737,1,40,95,1498
6738,0,245,88,1597
6739,-1,220,40,1433
6740,-1,308,52,1459
6741,1,101,145,1629
6742,1,4,65,1515
6743,1,101,87,1611
6744,1,243,23,1460
6745,1,125,39,1627
6746,-1,221,46,1505
6747,-1,300,70,1612
6748,1,240,65,1623
6749,-1,120,114,1616
6750,-1,242,88,1499
6751,1,240,41,1483
6752,-1,226,82,1490
6753,-1,40,68,1492
6754,1,0,101,1456
6755,1,100,9,1498
6756,1,240,107,1414
6757,1,121,79,1647
6758,1,300,67,1549
6759,-1,110,110,1666
6760,1,424,75,1764
6761,-1,302,66,1448
6762,-1,120,28,1516
6763,1,246,59,1447
6764,-1,255,114,1585
6765,-1,220,40,1428
6766,-1,220,44,1409
6767,1,240,33,1402
6768,-1,120,34,1448
6769,-1,242,16,1676
6770,-1,101,36,1543
6771,-1,40,104,1517
6772,-1,412,88,1823
6773,1,253,63,1548
6774,1,240,55,1469
6775,-1,101,106,1190
6776,-1,222,134,1440
6777,0,0,105,1459
6778,1,40,45,1225
6779,-1,224,92,1400
6780,1,100,59,1460
6781,-1,100,70,1684
6782,1,10,67,1289
6783,-1,300,82,1180
6784,1,220,69,1226
6785,1,113,77,1710
6786,-1,100,76,1458
6787,-1,101,48,1288
6788,-1,121,70,1371
6789,-1,300,76,1341
6790,1,10,29,1715
6791,-1,10,50,1288
6792,-1,220,94,1184
6793,-1,300,88,1366
6794,1,220,25,1394
6795,1,246,43,1465
6796,1,262,125,1389
6797,1,3,61,1390
6798,1,102,93,1182
6799,1,302,49,1663
6800,1,101,51,1115
6801,1,244,113,1382
6802,1,121,71,1300
6803,-1,221,54,1588
6804,1,107,69,1750
6805,1,121,37,1341
6806,-1,100,134,1635
6807,1,100,39,1606
6808,-1,221,72,1741
6809,-1,101,84,1550
6810,-1,321,46,1563
6811,1,230,55,1203
6812,1,100,55,1594
6813,1,221,39,1555
6814,-1,302,124,1480
6815,-1,300,86,1488
6816,1,40,119,1544
6817,1,221,27,1607
6818,-1,220,54,1585
6819,-1,107,104,1556
6820,1,132,59,1444
6821,1,250,87,1399
6822,-1,244,110,1334
6823,1,102,39,1502
6824,-1,240,10,1337
6825,-1,101,112,1391
6826,1,244,67,1448
6827,1,100,45,1651
6828,1,235,33,1435
6829,1,3,43,1504
6830,1,120,57,1562
6831,-1,236,20,1463
6832,1,102,105,1262
6833,1,241,17,1563
6834,1,255,35,1562
6835,1,100,63,1582
6836,1,2,47,1638
6837,1,106,127,1659
6838,-1,100,74,1369
6839,-1,241,64,1400
6840,-1,246,34,1428
6841,1,0,109,1369
6842,1,2,63,1530
6843,1,101,51,1431
6844,1,3,57,1571
6845,1,130,47,1691
6846,-1,245,62,1422
6847,-1,244,82,1424
6848,1,300,115,1744
6849,1,244,101,1327
6850,-1,200,28,1327
6851,1,101,45,1361
6852,1,241,143,1581
6853,1,115,61,1294
6854,1,300,59,1357
6855,1,300,123,1536
6856,1,300,57,1269
6857,-1,220,70,1278
6858,1,100,123,1493
6859,1,40,43,1452
6860,1,246,33,1307
6861,-1,0,46,1690
6862,1,257,145,1500
6863,-1,100,54,1541
6864,-1,300,40,1396
6865,1,100,43,1867
6866,-1,220,114,1275
6867,1,230,43,1432
6868,-1,394,56,1507
6869,1,262,75,1760
6870,-1,43,62,1688
6871,0,101,126,1255
6872,1,4,47,1497
6873,-1,222,86,1784
6874,1,420,93,1515
6875,1,230,57,1368
6876,-1,101,92,1760
6877,0,100,114,1622
6878,1,2,49,1392
6879,1,101,95,1298
6880,1,100,67,1569
6881,1,223,35,1458
6882,1,101,59,1360
6883,1,241,37,1425
6884,1,40,61,1489
6885,-1,225,58,1816
6886,1,240,67,1580
6887,1,145,55,1640
6888,-1,46,60,1362
6889,-1,0,34,1550
6890,-1,202,52,1457
6891,1,255,97,1581
6892,0,242,122,1432
6893,0,240,116,1504
6894,1,241,99,1469
6895,1,244,45,1457
6896,1,40,61,1542
6897,1,100,135,1542
6898,-1,223,88,1561
6899,-1,220,42,1652
6900,1,300,59,1623
6901,1,20,85,1450
6902,1,250,89,1524
6903,-1,260,54,1432
6904,-1,228,94,1734
6905,0,241,96,1580
6906,0,241,97,1580
6907,0,241,98,1580
6908,0,241,99,1580
6909,0,241,100,1580
6910,1,241,105,1362
6911,-1,237,64,1842
6912,-1,101,44,1344
6913,0,223,118,1574
6914,1,220,63,1416
6915,-1,0,92,1672
6916,1,300,71,1396
6917,1,240,51,1601
6918,1,241,109,1583
6919,-1,223,84,1574
6920,1,0,65,1160
6921,-1,242,58,1547
6922,1,244,115,1536
6923,-1,220,70,1592
6924,0,100,121,1606
6925,1,320,71,1458
6926,1,101,107,1592
6927,1,100,97,1496
6928,-1,241,100,1366
6929,-1,107,74,1482
6930,1,220,45,1406
6931,-1,200,72,1510
6932,1,255,39,1645
6933,1,107,65,1578
6934,1,100,13,1421
6935,-1,242,48,1629
6936,1,100,73,1474
6937,1,223,73,1495
6938,-1,300,92,1646
6939,1,302,37,1749
6940,-1,265,36,1585
6941,1,241,91,1437
6942,0,258,139,1606
6943,1,0,131,1357
6944,1,100,59,1398
6945,-1,230,18,1715
6946,-1,40,78,1480
6947,1,152,57,1636
6948,1,100,11,1380
6949,1,220,129,1296
6950,-1,100,78,1450
6951,-1,300,72,1376
6952,1,300,57,1424
6953,1,0,23,1320
6954,1,41,89,1280
6955,-1,120,120,1676
6956,1,220,69,1331
6957,-1,320,56,1483
6958,1,241,63,1449
6959,-1,101,136,1278
6960,1,223,13,1487
6961,1,241,47,1662
6962,1,250,57,1402
6963,1,241,47,1789
6964,-1,224,66,1581
6965,0,120,138,1449
6966,1,227,43,1512
6967,1,304,71,1279
6968,1,241,35,1432
6969,0,200,120,1325
6970,1,102,83,1621
6971,1,246,59,1189
6972,-1,220,112,1572
6973,-1,240,64,1396
6974,-1,301,22,1493
6975,-1,200,106,1523
6976,1,261,29,1553
6977,1,241,45,1756
6978,1,101,35,1457
6979,-1,220,64,1543
6980,-1,200,60,1477
6981,-1,40,138,1601
6982,0,240,137,1418
6983,1,110,59,1580
6984,-1,200,42,1352
6985,1,123,69,1457
6986,1,0,85,1520
6987,-1,300,64,1474
6988,1,306,21,1784
6989,0,244,148,1614
6990,0,300,129,1620
6991,-1,311,26,1502
6992,-1,43,70,1397
6993,-1,223,68,1737
6994,-1,3,100,1687
6995,-1,200,76,1527
6996,1,306,49,1684
6997,1,224,67,1403
6998,-1,0,28,1359
6999,1,211,87,1254
7000,1,224,59,1624
7001,0,304,81,1409
7002,-1,200,34,1651
7003,0,121,106,1841
7004,-1,0,138,1652
7005,1,226,51,1403
7006,-1,121,48,1515
7007,1,330,71,1475
7008,-1,300,48,1293
7009,0,265,84,1259
7010,-1,40,64,1484
7011,-1,7,74,1154
7012,-1,253,46,1677
7013,-1,120,62,1317
7014,-1,200,44,1603
7015,-1,300,42,1449
7016,1,0,53,1743
7017,1,40,77,1373
7018,0,244,113,1401
7019,1,40,77,1563
7020,1,241,69,1452
7021,1,241,47,1374
7022,1,115,37,1280
7023,1,110,121,1805
7024,1,302,99,1383
7025,-1,220,74,1400
7026,1,260,15,1437
7027,1,310,67,1681
7028,1,233,39,1271
7029,1,223,53,1523
7030,1,107,67,1501
7031,-1,180,66,1872
7032,-1,268,48,1422
7033,-1,40,56,1528
7034,1,240,57,1433
7035,-1,101,36,1381
7036,-1,220,64,1386
7037,1,40,27,1684
7038,1,226,141,1719
7039,1,246,49,1236
7040,-1,260,16,1452
7041,-1,247,78,1634
7042,1,11,97,1624
7043,1,241,53,1647
7044,1,245,145,1680
7045,1,40,107,1466
7046,1,255,29,1656
7047,-1,120,60,1451
7048,1,120,147,1609
7049,-1,0,22,1629
7050,-1,130,48,1661
7051,-1,210,34,1688
7052,-1,101,30,1411
7053,1,224,63,1483
7054,0,321,146,1358
7055,-1,220,64,1436
7056,-1,223,36,1368
7057,1,223,47,1365
7058,-1,140,120,1706
7059,0,223,116,1585
7060,1,223,41,1426
7061,-1,220,132,1287
7062,1,300,35,1483
7063,1,300,105,1241
7064,1,201,65,1492
7065,1,21,31,1484
7066,-1,220,44,1531
7067,-1,246,74,1639
7068,-1,304,144,1483
7069,-1,223,60,1533
7070,-1,245,112,1215
7071,-1,240,90,1282
7072,-1,242,18,1538
7073,-1,244,134,1346
7074,1,258,19,1538
7075,-1,301,72,1499
7076,-1,25,114,1714
7077,1,246,73,1550
7078,1,310,123,1644
7079,1,21,127,1483
7080,-1,246,68,1362
7081,1,250,61,1629
7082,1,320,41,1509
7083,1,103,41,1391
7084,-1,121,30,1476
7085,-1,242,26,1431
7086,1,10,97,1514
7087,1,100,69,1359
7088,1,140,63,1767
7089,1,242,65,1424
7090,-1,260,32,1390
7091,1,221,51,1377
7092,1,40,67,1456
7093,1,130,73,1631
7094,-1,244,60,1463
7095,1,321,63,1264
7096,1,120,19,1425
7097,-1,245,66,1513
7098,1,106,109,1569
7099,1,240,135,1481
7100,1,10,43,1513
7101,-1,300,148,1501
7102,-1,241,66,1203
7103,-1,241,70,1358
7104,1,250,89,1640
7105,1,255,129,1354
7106,1,220,61,1566
7107,-1,300,116,1421
7108,-1,227,144,1467
7109,-1,101,116,1286
7110,1,242,85,1546
7111,1,240,73,1294
7112,1,120,107,1533
7113,1,106,37,1565
7114,-1,200,34,1195
7115,1,224,119,1663
7116,-1,222,64,1429
7117,1,106,79,1585
7118,-1,121,42,1295
7119,-1,300,62,1314
7120,0,45,125,1622
7121,-1,300,86,1568
7122,-1,45,72,1452
7123,-1,220,64,1203
7124,1,120,29,1674
7125,-1,0,46,1592
7126,-1,0,44,1337
7127,-1,101,32,1548
7128,1,100,111,1545
7129,0,300,129,1576
7130,-1,224,64,1555
7131,1,101,141,1179
7132,-1,220,44,1551
7133,-1,244,46,1733
7134,-1,140,130,1671
7135,1,220,61,1195
7136,1,315,103,1697
7137,1,101,99,1691
7138,1,241,89,1462
7139,-1,300,50,1422
7140,1,220,39,1734
7141,-1,306,54,1528
7142,1,224,69,1422
7143,1,221,91,1506
7144,-1,246,88,1389
7145,-1,241,80,1503
7146,-1,100,114,1183
7147,1,120,67,1535
7148,-1,220,142,1310
7149,-1,302,116,1692
7150,1,101,31,1520
7151,1,244,45,1653
7152,-1,2,60,1552
7153,-1,300,84,1363
7154,-1,200,92,1594
7155,1,100,15,1442
7156,-1,0,10,1337
7157,1,30,43,1310
7158,1,129,103,1434
7159,1,245,35,1564
7160,0,300,127,1356
7161,1,241,41,1435
7162,1,120,79,1256
7163,-1,144,90,1652
7164,1,241,61,1533
7165,1,0,57,1204
7166,1,302,89,1586
7167,-1,121,60,1380
7168,1,101,135,1574
7169,1,0,75,1593
7170,0,244,118,1237
7171,1,255,65,1626
7172,-1,101,118,1510
7173,-1,246,122,1467
7174,1,300,73,1389
7175,-1,223,40,1568
7176,1,241,79,1398
7177,1,300,43,1445
7178,-1,200,78,1565
7179,-1,223,82,1219
7180,-1,120,98,1530
7181,1,241,49,1448
7182,1,211,69,1303
7183,-1,100,98,1396
7184,0,223,101,1424
7185,-1,300,80,1439
7186,-1,100,68,1435
7187,1,300,41,1331
7188,-1,244,64,1408
7189,1,101,87,1579
7190,-1,140,92,1628
7191,-1,0,24,1412
7192,1,320,25,1558
7193,-1,220,112,1421
7194,1,242,29,1527
7195,1,40,55,1267
7196,1,300,53,1226
7197,-1,250,14,1525
7198,-1,220,68,1303
7199,1,41,27,1340
7200,-1,246,28,1384
7201,1,176,41,1655
7202,1,302,37,1566
7203,1,101,77,1371
7204,0,21,130,1642
7205,-1,250,86,1480
7206,1,202,57,1243
7207,1,241,53,1466
7208,0,241,98,1353
7209,-1,220,144,1431
7210,0,132,146,1344
7211,-1,262,44,1338
7212,1,301,67,1338
7213,1,257,41,1432
7214,1,106,47,1494
7215,-1,250,78,1467
7216,-1,380,114,1370
7217,-1,400,76,1382
7218,-1,112,50,1298
7219,-1,100,42,1539
7220,-1,40,92,1319
7221,-1,10,62,1181
7222,1,101,63,1539
7223,1,304,107,1393
7224,1,220,9,1295
7225,1,225,91,1296
7226,1,302,71,1595
7227,0,300,111,1491
7228,0,300,112,1491
7229,0,300,115,1491
7230,1,320,139,1385
7231,1,244,67,1572
7232,-1,154,124,1520
7233,1,260,119,1487
7234,1,112,37,1546
7235,-1,102,136,1376
7236,-1,107,80,1598
7237,0,40,115,1391
7238,1,236,35,1810
7239,1,260,93,1461
7240,1,202,43,1622
7241,1,221,71,1583
7242,-1,46,56,1579
7243,1,41,89,1728
7244,1,100,13,1499
7245,-1,120,84,1734
7246,-1,200,126,1369
7247,1,43,99,1739
7248,1,4,85,1531
7249,1,262,61,1461
7250,-1,250,32,1408
7251,1,246,41,1528
7252,-1,45,54,1405
7253,-1,304,64,1389
7254,1,120,107,1744
7255,1,21,43,1657
7256,-1,245,12,1569
7257,-1,330,150,1730
7258,-1,220,92,1343
7259,-1,225,40,1661
7260,1,100,87,1500
7261,1,200,7,1641
7262,1,107,75,1781
7263,1,240,81,1499
7264,-1,300,46,1276
7265,1,101,55,1359
7266,1,107,35,1710
7267,1,220,79,1549
7268,-1,0,52,1323
7269,1,244,69,1612
7270,-1,6,46,1359
7271,-1,220,62,1535
7272,0,250,143,1563
7273,-1,245,76,1535
7274,-1,220,28,1388
7275,1,106,39,1503
7276,-1,245,100,1535
7277,-1,35,80,1521
7278,1,46,55,1388
7279,-1,244,84,1628
7280,1,247,43,1563
7281,-1,107,74,1362
7282,-1,200,74,1563
7283,-1,121,76,1722
7284,1,300,31,1353
7285,1,130,49,1653
7286,1,0,17,1355
7287,1,120,119,1653
7288,1,40,47,1588
7289,1,250,111,1497
7290,1,40,95,1626
7291,1,100,21,1440
7292,1,120,39,1653
7293,1,242,135,1059
7294,-1,254,94,1921
7295,1,242,85,1309
7296,1,200,55,1488
7297,1,224,19,1477
7298,1,102,51,1264
7299,-1,250,72,1568
7300,1,244,51,1295
7301,-1,226,88,984
7302,1,106,69,1572
7303,-1,224,36,1747
7304,1,241,57,1287
7305,1,241,103,1482
7306,1,221,51,1272
7307,1,220,69,989
7308,-1,100,64,1733
7309,0,300,136,1372
7310,1,242,67,1471
7311,1,244,53,1520
7312,1,0,71,994
7313,1,248,29,1433
7314,0,242,78,1308
7315,-1,4,106,1532
7316,1,107,67,1561
7317,1,6,53,986
7318,1,220,53,1309
7319,-1,127,56,1537
7320,-1,257,28,1438
7321,1,41,65,1808
7322,1,249,73,1316
7323,1,240,123,1638
7324,-1,220,94,1437
7325,1,241,73,1425
7326,1,234,35,1357
7327,1,121,61,1357
7328,1,200,59,1391
7329,-1,120,48,1522
7330,-1,123,54,1425
7331,1,241,41,1310
7332,1,224,59,1508
7333,1,4,123,1334
7334,1,304,145,1794
7335,-1,245,104,1730
7336,-1,150,98,1534
7337,-1,120,70,1543
7338,-1,262,54,1441
7339,-1,45,46,1394
7340,-1,222,104,1398
7341,1,101,105,1730
7342,-1,220,116,1291
7343,-1,440,60,1517
7344,0,262,128,1472
7345,1,330,119,1396
7346,1,302,51,1665
7347,0,100,119,1325
7348,-1,101,80,1292
7349,-1,302,76,1493
7350,-1,242,36,1291
7351,-1,100,70,1399
7352,-1,201,24,1436
7353,1,302,77,1554
7354,-1,303,102,1670
7355,-1,245,84,1715
7356,-1,121,124,1453
7357,1,320,29,1461
7358,1,285,51,1783
7359,1,120,17,1434
7360,-1,300,42,1441
7361,-1,157,34,1758
7362,1,302,133,1669
7363,1,107,117,1542
7364,1,0,107,1596
7365,-1,330,74,1868
7366,-1,140,58,1715
7367,1,200,117,1656
7368,-1,101,134,1530
7369,-1,120,34,1678
7370,-1,220,78,1602
7371,1,241,55,1660
7372,1,40,95,1198
7373,1,40,43,1559
7374,0,200,136,1674
7375,-1,220,44,1458
7376,-1,300,68,1578
7377,1,262,35,1633
7378,-1,100,44,1358
7379,0,125,118,1536
7380,-1,21,58,1592
7381,-1,100,58,1560
7382,-1,220,118,1527
7383,1,40,113,1332
7384,1,302,115,1536
7385,1,224,63,1481
7386,1,240,43,1165
7387,1,220,29,1331
7388,1,223,83,1504
7389,1,220,71,1303
7390,1,200,49,1540
7391,-1,221,38,1577
7392,-1,246,58,1454
7393,-1,0,108,1469
7394,-1,120,46,1316
7395,-1,262,56,1223
7396,-1,10,100,1553
7397,1,220,53,1290
7398,1,241,91,1518
7399,1,100,73,1469
7400,1,250,43,1614
7401,1,200,45,1598
7402,1,202,81,1858
7403,-1,120,108,1527
7404,1,240,77,1584
7405,-1,0,70,1608
7406,-1,223,48,1409
7407,1,250,125,1512
7408,1,325,59,1550
7409,1,244,35,1481
7410,1,260,65,1335
7411,1,220,75,1451
7412,-1,224,120,1530
7413,1,242,81,1573
7414,-1,131,50,1724
7415,0,224,104,1554
7416,1,221,39,1443
7417,1,330,59,1337
7418,-1,120,60,1311
7419,-1,241,60,1668
7420,-1,120,50,1610
7421,1,300,87,1591
7422,-1,310,44,1453
7423,-1,241,62,1425
7424,1,262,47,1425
7425,1,302,107,1629
7426,1,241,77,1172
7427,-1,132,60,1471
7428,1,100,115,1479
7429,1,345,65,1729
7430,-1,220,34,1421
7431,1,200,105,1377
7432,1,101,73,1750
7433,1,223,77,1589
7434,-1,101,102,1172
7435,1,223,23,1414
7436,-1,40,62,1279
7437,1,240,79,1480
7438,-1,241,44,1495
7439,1,320,65,1470
7440,-1,120,68,1405
7441,-1,221,58,1293
7442,1,10,91,1212
7443,-1,260,66,1405
7444,-1,0,34,1417
7445,1,101,45,1294
7446,-1,130,76,1582
7447,1,220,65,1361
7448,0,107,124,1479
7449,1,223,47,1491
7450,1,210,55,1464
7451,1,220,47,1590
7452,1,241,21,1472
7453,-1,304,40,1473
7454,-1,246,48,1672
7455,-1,220,28,1489
7456,-1,260,114,1619
7457,1,224,49,1483
7458,-1,241,74,1418
7459,1,240,69,1550
7460,-1,120,38,1444
7461,-1,244,106,1592
7462,1,237,33,1484
7463,1,320,117,1610
7464,-1,240,64,1418
7465,-1,224,32,1351
7466,-1,200,80,1295
7467,-1,101,66,1636
7468,-1,225,106,1683
7469,1,120,65,1194
7470,-1,300,78,1516
7471,1,251,59,1615
7472,1,400,85,1440
7473,-1,0,94,1571
7474,1,223,77,1367
7475,1,250,119,1768
7476,-1,302,64,1746
7477,1,241,39,1593
7478,1,220,71,1290
7479,-1,265,48,1593
7480,-1,40,76,1577
7481,-1,220,30,1414
7482,-1,221,32,1593
7483,1,1,69,1484
7484,1,21,85,1494
7485,-1,220,34,1655
7486,-1,220,70,1455
7487,-1,250,72,1881
7488,-1,220,14,1769
7489,1,120,69,1343
7490,-1,220,120,1702
7491,1,241,47,1704
7492,1,241,73,1421
7493,1,45,43,1557
7494,1,102,51,1096
7495,1,45,85,1780
7496,1,310,135,1270
7497,1,102,49,1207
7498,1,220,31,1531
7499,1,220,127,1457
7500,0,250,109,1564
7501,-1,244,30,1206
7502,1,107,49,1404
7503,-1,130,92,1608
7504,-1,0,54,1538
7505,1,241,99,1524
7506,-1,100,84,1524
7507,1,255,33,1397
7508,0,224,64,1620
7509,0,224,65,1620
7510,0,224,66,1620
7511,0,224,67,1620
7512,0,224,68,1620
7513,0,224,69,1620
7514,0,224,70,1620
7515,0,224,71,1620
7516,1,100,65,1495
7517,1,100,23,1756
7518,1,411,35,1654
7519,0,304,85,1567
7520,1,302,41,1406
7521,-1,130,106,1589
7522,1,221,93,1506
7523,1,220,25,1512
7524,-1,220,146,1581
7525,-1,40,18,1407
7526,1,320,97,1371
7527,-1,224,50,1505
7528,-1,120,34,1547
7529,1,244,101,1374
7530,1,320,61,1608
7531,1,40,67,1680
7532,-1,112,66,1732
7533,1,107,69,1653
7534,-1,224,64,1644
7535,1,202,53,1501
7536,0,107,150,1810
7537,-1,10,98,1507
7538,1,300,57,1469
7539,-1,101,136,1740
7540,1,241,29,1515
7541,-1,0,120,1681
7542,-1,41,58,1659
7543,1,260,121,1646
7544,-1,100,56,1546
7545,-1,220,136,1664
7546,-1,2,44,1516
7547,1,315,31,1604
7548,-1,246,76,1474
7549,-1,220,68,1353
7550,1,202,49,1620
7551,1,100,95,1349
7552,1,300,43,1478
7553,1,100,23,1566
7554,1,300,55,1593
7555,1,220,105,1351
7556,-1,112,64,1350
7557,1,246,109,1294
7558,1,100,99,1534
7559,-1,120,92,1682
7560,1,202,105,1678
7561,-1,220,108,1505
7562,1,40,61,1388
7563,1,223,55,1315
7564,1,300,87,1769
7565,1,250,59,1436
7566,-1,223,28,1500
7567,-1,200,92,1507
7568,-1,300,16,1500
7569,1,202,51,1672
7570,1,241,53,1494
7571,-1,224,70,1500
7572,-1,87,68,1806
7573,-1,40,50,1478
7574,-1,40,82,1873
7575,1,0,81,1463
7576,1,110,121,1488
7577,-1,121,46,1784
7578,-1,224,58,1495
7579,1,221,19,1450
7580,1,13,69,1611
7581,-1,220,64,1458
7582,-1,246,70,1503
7583,1,40,113,1316
7584,1,230,81,1453
7585,1,100,55,1280
7586,1,303,75,1785
7587,1,122,101,1656
7588,1,320,121,1516
7589,1,200,57,1488
7590,-1,241,36,1476
7591,1,220,95,1666
7592,1,110,67,1481
7593,-1,330,122,1461
7594,-1,300,58,1228
7595,1,255,127,1443
7596,-1,220,46,1610
7597,1,240,123,1610
7598,-1,121,34,1415
7599,1,110,35,1442
7600,1,120,45,1531
7601,0,122,105,1468
7602,-1,121,74,1667
7603,1,321,89,1420
7604,-1,220,34,1609
7605,-1,221,48,1570
7606,-1,241,98,1515
7607,-1,120,84,1399
7608,1,43,89,1714
7609,-1,6,120,1515
7610,1,223,45,1399
7611,-1,300,80,1372
7612,-1,385,60,1517
7613,1,223,19,1455
7614,-1,45,68,1613
7615,-1,40,54,1482
7616,-1,100,98,1632
7617,0,0,134,1432
7618,0,220,140,1225
7619,1,40,53,1661
7620,-1,22,116,1407
7621,1,261,95,1644
7622,-1,40,50,1454
7623,-1,300,30,1473
7624,1,40,89,1798
7625,1,101,95,1452
7626,-1,46,38,1620
7627,-1,222,110,1306
7628,-1,300,134,1323
7629,1,244,33,1734
7630,1,40,63,1423
7631,1,140,59,1484
7632,1,110,85,1734
7633,1,223,15,1368
7634,-1,100,66,1332
7635,-1,236,52,1313
7636,-1,202,40,1178
7637,1,246,43,1283
7638,1,255,27,1479
7639,1,240,55,1438
7640,1,243,57,1692
7641,-1,40,52,1663
7642,1,241,47,1622
7643,-1,220,44,1443
7644,1,106,59,1319
7645,-1,201,84,1494
7646,-1,250,14,1315
7647,1,100,143,1373
7648,0,242,106,1564
7649,1,304,51,1308
7650,-1,210,58,1574
7651,1,223,57,1349
7652,-1,121,38,1683
7653,1,300,47,1596
7654,-1,100,122,1566
7655,1,201,137,1635
7656,1,302,91,1358
7657,1,244,53,1450
7658,-1,200,108,1697
7659,1,107,29,1358
7660,1,302,63,1356
7661,-1,40,78,1567
7662,0,221,71,1677
7663,1,224,63,1304
7664,1,201,145,1411
7665,-1,150,54,1864
7666,-1,150,56,1875
7667,1,230,65,1659
7668,1,223,39,1334
7669,1,0,125,1735
7670,-1,110,72,1562
7671,-1,130,150,1614
7672,-1,220,94,1335
7673,-1,102,114,1660
7674,-1,120,58,1385
7675,-1,130,80,1514
7676,-1,242,110,1724
7677,-1,150,128,1832
7678,1,245,31,1489
7679,1,220,25,1333
7680,-1,112,76,1288
7681,-1,112,80,1288
7682,-1,112,81,1288
7683,-1,112,84,1288
7684,-1,300,84,1473
7685,1,101,57,1297
7686,1,244,35,1452
7687,-1,225,60,1334
7688,1,140,47,1649
7689,1,102,25,1509
7690,1,1,127,1835
7691,-1,220,62,1365
7692,1,250,79,1424
7693,1,230,121,1371
7694,-1,20,12,1500
7695,1,300,89,1310
7696,-1,45,72,1792
7697,1,100,101,1720
7698,-1,200,92,1313
7699,1,220,7,1805
7700,1,300,85,1764
7701,1,49,33,1544
7702,-1,36,36,1776
